Time ,Acceleration Feet/sec/sec,Altitude Feet,Range Feet
50.302500,32.165000,6302.216000,43.720000
50.373750,32.165000,6296.554000,44.019000
50.445000,32.165000,6290.893000,44.317000
50.516250,32.165000,6285.233000,44.616000
50.587500,32.165000,6279.573000,44.915000
50.658750,32.165000,6273.913000,45.213000
50.730000,32.165000,6268.254000,45.512000
50.801250,32.165000,6262.595000,45.811000
50.872500,32.165000,6256.937000,46.111000
50.943750,32.165000,6251.280000,46.410000
51.015000,32.165000,6245.623000,46.709000
51.086250,32.165000,6239.966000,47.009000
51.157500,32.165000,6234.310000,47.308000
51.228750,32.165000,6228.654000,47.608000
51.300000,32.165000,6222.999000,47.907000
51.371250,32.165000,6217.344000,48.207000
51.442500,32.165000,6211.690000,48.507000
51.513750,32.165000,6206.037000,48.807000
51.585000,32.165000,6200.383000,49.107000
51.656250,32.165000,6194.731000,49.407000
51.727500,32.165000,6189.078000,49.708000
51.798750,32.165000,6183.427000,50.008000
51.870000,32.165000,6177.775000,50.308000
51.941250,32.165000,6172.125000,50.609000
52.012500,32.165000,6166.474000,50.909000
52.083750,32.165000,6160.824000,51.210000
52.155000,32.165000,6155.175000,51.511000
52.226250,32.165000,6149.526000,51.812000
52.297500,32.165000,6143.878000,52.112000
52.368750,32.165000,6138.230000,52.413000
52.440000,32.165000,6132.582000,52.714000
52.511250,32.165000,6126.936000,53.015000
52.582500,32.165000,6121.289000,53.317000
52.653750,32.165000,6115.643000,53.618000
52.725000,32.165000,6109.998000,53.919000
52.796250,32.165000,6104.353000,54.220000
52.867500,32.165000,6098.708000,54.522000
52.938750,32.165000,6093.064000,54.823000
53.010000,32.165000,6087.421000,55.125000
53.081250,32.165000,6081.777000,55.426000
53.152500,32.165000,6076.135000,55.728000
53.223750,32.165000,6070.493000,56.030000
53.295000,32.165000,6064.851000,56.331000
53.366250,32.165000,6059.210000,56.633000
53.437500,32.165000,6053.569000,56.935000
53.508750,32.165000,6047.929000,57.237000
53.580000,32.165000,6042.289000,57.539000
53.651250,32.165000,6036.650000,57.841000
53.722500,32.165000,6031.012000,58.143000
53.793750,32.165000,6025.373000,58.445000
53.865000,32.165000,6019.736000,58.747000
53.936250,32.165000,6014.098000,59.050000
54.007500,32.165000,6008.461000,59.352000
54.078750,32.165000,6002.825000,59.654000
54.150000,32.165000,5997.189000,59.957000
54.221250,32.165000,5991.554000,60.259000
54.292500,32.165000,5985.919000,60.561000
54.363750,32.165000,5980.285000,60.864000
54.435000,32.165000,5974.651000,61.166000
54.506250,32.165000,5969.017000,61.469000
54.577500,32.165000,5963.384000,61.772000
54.648750,32.165000,5957.752000,62.074000
54.720000,32.165000,5952.120000,62.377000
54.791250,32.165000,5946.488000,62.679000
54.862500,32.165000,5940.857000,62.982000
54.933750,32.165000,5935.227000,63.285000
55.005000,32.165000,5929.597000,63.588000
55.076250,32.165000,5923.967000,63.890000
55.147500,32.165000,5918.338000,64.193000
55.218750,32.165000,5912.709000,64.496000
55.290000,32.165000,5907.081000,64.799000
55.361250,32.165000,5901.453000,65.102000
55.432500,32.165000,5895.826000,65.405000
55.503750,32.165000,5890.199000,65.708000
55.575000,32.165000,5884.573000,66.011000
55.646250,32.165000,5878.947000,66.314000
55.717500,32.165000,5873.322000,66.616000
55.788750,32.165000,5867.697000,66.919000
55.860000,32.165000,5862.073000,67.222000
55.931250,32.165000,5856.449000,67.525000
56.002500,32.165000,5850.826000,67.828000
56.073750,32.165000,5845.203000,68.132000
56.145000,32.165000,5839.580000,68.435000
56.216250,32.165000,5833.958000,68.738000
56.287500,32.165000,5828.337000,69.041000
56.358750,32.165000,5822.716000,69.344000
56.430000,32.165000,5817.095000,69.647000
56.501250,32.165000,5811.475000,69.950000
56.572500,32.165000,5805.856000,70.253000
56.643750,32.165000,5800.237000,70.556000
56.715000,32.165000,5794.618000,70.859000
56.786250,32.165000,5789.000000,71.162000
56.857500,32.165000,5783.382000,71.465000
56.928750,32.165000,5777.765000,71.768000
57.000000,32.165000,5772.149000,72.071000
57.071250,32.165000,5766.532000,72.374000
57.142500,32.165000,5760.917000,72.677000
57.213750,32.165000,5755.301000,72.980000
57.285000,32.165000,5749.687000,73.283000
57.356250,32.165000,5744.072000,73.586000
57.427500,32.165000,5738.458000,73.889000
57.498750,32.165000,5732.845000,74.192000
57.570000,32.165000,5727.232000,74.495000
57.641250,32.165000,5721.620000,74.798000
57.712500,32.165000,5716.008000,75.101000
57.783750,32.165000,5710.396000,75.404000
57.855000,32.165000,5704.785000,75.706000
57.926250,32.165000,5699.175000,76.009000
57.997500,32.165000,5693.565000,76.312000
58.068750,32.165000,5687.955000,76.615000
58.140000,32.165000,5682.346000,76.917000
58.211250,32.165000,5676.738000,77.220000
58.282500,32.165000,5671.129000,77.523000
58.353750,32.165000,5665.522000,77.826000
58.425000,32.165000,5659.915000,78.128000
58.496250,32.165000,5654.308000,78.431000
58.567500,32.165000,5648.702000,78.733000
58.638750,32.165000,5643.096000,79.036000
58.710000,32.165000,5637.491000,79.338000
58.781250,32.165000,5631.886000,79.641000
58.852500,32.165000,5626.282000,79.943000
58.923750,32.165000,5620.678000,80.246000
58.995000,32.165000,5615.074000,80.548000
59.066250,32.165000,5609.471000,80.850000
59.137500,32.165000,5603.869000,81.152000
59.208750,32.165000,5598.267000,81.455000
59.280000,32.165000,5592.665000,81.757000
59.351250,32.165000,5587.064000,82.059000
59.422500,32.165000,5581.464000,82.361000
59.493750,32.165000,5575.864000,82.663000
59.565000,32.165000,5570.264000,82.965000
59.636250,32.165000,5564.665000,83.267000
59.707500,32.165000,5559.067000,83.569000
59.778750,32.165000,5553.468000,83.870000
59.850000,32.165000,5547.871000,84.172000
59.921250,32.165000,5542.273000,84.474000
59.992500,32.165000,5536.677000,84.775000
60.063750,32.165000,5531.080000,85.077000
60.135000,32.165000,5525.485000,85.378000
60.206250,32.165000,5519.889000,85.680000
60.277500,32.165000,5514.294000,85.981000
60.348750,32.165000,5508.700000,86.283000
60.420000,32.165000,5503.106000,86.584000
60.491250,32.165000,5497.513000,86.885000
60.562500,32.165000,5491.920000,87.186000
60.633750,32.165000,5486.327000,87.487000
60.705000,32.165000,5480.735000,87.788000
60.776250,32.165000,5475.143000,88.089000
60.847500,32.165000,5469.552000,88.390000
60.918750,32.165000,5463.962000,88.691000
60.990000,32.165000,5458.372000,88.991000
61.061250,32.165000,5452.782000,89.292000
61.132500,32.165000,5447.193000,89.592000
61.203750,32.165000,5441.604000,89.893000
61.275000,32.165000,5436.016000,90.193000
61.346250,32.165000,5430.428000,90.493000
61.417500,32.165000,5424.841000,90.794000
61.488750,32.165000,5419.254000,91.094000
61.560000,32.165000,5413.667000,91.394000
61.631250,32.165000,5408.081000,91.694000
61.702500,32.165000,5402.496000,91.994000
61.773750,32.165000,5396.911000,92.293000
61.845000,32.165000,5391.327000,92.593000
61.916250,32.165000,5385.742000,92.893000
61.987500,32.165000,5380.159000,93.192000
62.058750,32.165000,5374.576000,93.491000
62.130000,32.165000,5368.993000,93.791000
62.201250,32.165000,5363.411000,94.090000
62.272500,32.165000,5357.829000,94.389000
62.343750,32.165000,5352.248000,94.688000
62.415000,32.165000,5346.667000,94.987000
62.486250,32.165000,5341.087000,95.286000
62.557500,32.165000,5335.507000,95.584000
62.628750,32.165000,5329.928000,95.883000
62.700000,32.165000,5324.349000,96.182000
62.771250,32.165000,5318.771000,96.480000
62.842500,32.165000,5313.193000,96.778000
62.913750,32.165000,5307.615000,97.076000
62.985000,32.165000,5302.038000,97.374000
63.056250,32.165000,5296.462000,97.672000
63.127500,32.165000,5290.886000,97.970000
63.198750,32.165000,5285.310000,98.268000
63.270000,32.165000,5279.735000,98.566000
63.341250,32.165000,5274.160000,98.863000
63.412500,32.165000,5268.586000,99.160000
63.483750,32.165000,5263.012000,99.458000
63.555000,32.165000,5257.439000,99.755000
63.626250,32.165000,5251.866000,100.052000
63.697500,32.165000,5246.294000,100.349000
63.768750,32.165000,5240.722000,100.646000
63.840000,32.165000,5235.151000,100.942000
63.911250,32.165000,5229.580000,101.239000
63.982500,32.165000,5224.010000,101.535000
64.053750,32.165000,5218.440000,101.831000
64.125000,32.165000,5212.870000,102.128000
64.196250,32.165000,5207.301000,102.424000
64.267500,32.165000,5201.732000,102.719000
64.338750,32.165000,5196.164000,103.015000
64.410000,32.165000,5190.597000,103.311000
64.481250,32.165000,5185.030000,103.606000
64.552500,32.165000,5179.463000,103.902000
64.623750,32.165000,5173.897000,104.197000
64.695000,32.165000,5168.331000,104.492000
64.766250,32.165000,5162.765000,104.787000
64.837500,32.165000,5157.201000,105.082000
64.908750,32.165000,5151.636000,105.376000
64.980000,32.165000,5146.072000,105.671000
65.051250,32.165000,5140.509000,105.965000
65.122500,32.165000,5134.946000,106.260000
65.193750,32.165000,5129.383000,106.554000
65.265000,32.165000,5123.821000,106.848000
65.336250,32.165000,5118.260000,107.141000
65.407500,32.165000,5112.699000,107.435000
65.478750,32.165000,5107.138000,107.729000
65.550000,32.165000,5101.578000,108.022000
65.621250,32.165000,5096.018000,108.315000
65.692500,32.165000,5090.459000,108.608000
65.763750,32.165000,5084.900000,108.901000
65.835000,32.165000,5079.342000,109.194000
65.906250,32.165000,5073.784000,109.486000
65.977500,32.165000,5068.226000,109.779000
66.048750,32.165000,5062.669000,110.071000
66.120000,32.165000,5057.113000,110.363000
66.191250,32.165000,5051.557000,110.655000
66.262500,32.165000,5046.001000,110.947000
66.333750,32.165000,5040.446000,111.238000
66.405000,32.165000,5034.892000,111.530000
66.476250,32.165000,5029.338000,111.821000
66.547500,32.165000,5023.784000,112.112000
66.618750,32.165000,5018.231000,112.403000
66.690000,32.165000,5012.678000,112.694000
66.761250,32.165000,5007.126000,112.984000
66.832500,32.165000,5001.574000,113.275000
66.903750,32.165000,4996.022000,113.565000
66.975000,32.165000,4990.472000,113.855000
67.046250,32.165000,4984.921000,114.145000
67.117500,32.165000,4979.371000,114.435000
67.188750,32.165000,4973.822000,114.724000
67.260000,32.165000,4968.273000,115.014000
67.331250,32.165000,4962.724000,115.303000
67.402500,32.165000,4957.176000,115.592000
67.473750,32.165000,4951.628000,115.881000
67.545000,32.165000,4946.081000,116.169000
67.616250,32.165000,4940.534000,116.458000
67.687500,32.165000,4934.988000,116.746000
67.758750,32.165000,4929.442000,117.034000
67.830000,32.165000,4923.897000,117.322000
67.901250,32.165000,4918.352000,117.610000
67.972500,32.165000,4912.807000,117.897000
68.043750,32.165000,4907.263000,118.185000
68.115000,32.165000,4901.720000,118.472000
68.186250,32.165000,4896.177000,118.759000
68.257500,32.165000,4890.634000,119.045000
68.328750,32.165000,4885.092000,119.332000
68.400000,32.165000,4879.550000,119.618000
68.471250,32.165000,4874.009000,119.904000
68.542500,32.165000,4868.469000,120.190000
68.613750,32.165000,4862.928000,120.476000
68.685000,32.165000,4857.388000,120.762000
68.756250,32.165000,4851.849000,121.047000
68.827500,32.165000,4846.310000,121.332000
68.898750,32.165000,4840.772000,121.617000
68.970000,32.165000,4835.234000,121.902000
69.041250,32.165000,4829.696000,122.186000
69.112500,32.165000,4824.159000,122.471000
69.183750,32.165000,4818.623000,122.755000
69.255000,32.165000,4813.086000,123.039000
69.326250,32.165000,4807.551000,123.323000
69.397500,32.165000,4802.016000,123.606000
69.468750,32.165000,4796.481000,123.889000
69.540000,32.165000,4790.947000,124.172000
69.611250,32.165000,4785.413000,124.455000
69.682500,32.165000,4779.879000,124.738000
69.753750,32.165000,4774.346000,125.020000
69.825000,32.165000,4768.814000,125.302000
69.896250,32.165000,4763.282000,125.584000
69.967500,32.165000,4757.750000,125.866000
70.038750,32.165000,4752.219000,126.148000
70.110000,32.165000,4746.689000,126.429000
70.181250,32.165000,4741.159000,126.710000
70.252500,32.165000,4735.629000,126.991000
70.323750,32.165000,4730.100000,127.272000
70.395000,32.165000,4724.571000,127.552000
70.466250,32.165000,4719.042000,127.832000
70.537500,32.165000,4713.515000,128.112000
70.608750,32.165000,4707.987000,128.392000
70.680000,32.165000,4702.460000,128.671000
70.751250,32.165000,4696.934000,128.951000
70.822500,32.165000,4691.408000,129.230000
70.893750,32.165000,4685.882000,129.508000
70.965000,32.165000,4680.357000,129.787000
71.036250,32.165000,4674.832000,130.065000
71.107500,32.165000,4669.308000,130.343000
71.178750,32.165000,4663.784000,130.621000
71.250000,32.165000,4658.261000,130.899000
71.321250,32.165000,4652.738000,131.176000
71.392500,32.165000,4647.216000,131.453000
71.463750,32.165000,4641.694000,131.730000
71.535000,32.165000,4636.173000,132.007000
71.606250,32.165000,4630.652000,132.283000
71.677500,32.165000,4625.131000,132.560000
71.748750,32.165000,4619.611000,132.835000
71.820000,32.165000,4614.091000,133.111000
71.891250,32.165000,4608.572000,133.387000
71.962500,32.165000,4603.053000,133.662000
72.033750,32.165000,4597.535000,133.937000
72.105000,32.165000,4592.017000,134.211000
72.176250,32.165000,4586.500000,134.486000
72.247500,32.165000,4580.983000,134.760000
72.318750,32.165000,4575.467000,135.034000
72.390000,32.165000,4569.951000,135.307000
72.461250,32.165000,4564.435000,135.581000
72.532500,32.165000,4558.920000,135.854000
72.603750,32.165000,4553.405000,136.127000
72.675000,32.165000,4547.891000,136.399000
72.746250,32.165000,4542.378000,136.672000
72.817500,32.165000,4536.864000,136.944000
72.888750,32.165000,4531.352000,137.216000
72.960000,32.165000,4525.839000,137.487000
73.031250,32.165000,4520.327000,137.759000
73.102500,32.165000,4514.816000,138.030000
73.173750,32.165000,4509.305000,138.300000
73.245000,32.165000,4503.794000,138.571000
73.316250,32.165000,4498.284000,138.841000
73.387500,32.165000,4492.775000,139.111000
73.458750,32.165000,4487.266000,139.381000
73.530000,32.165000,4481.757000,139.650000
73.601250,32.165000,4476.249000,139.919000
73.672500,32.165000,4470.741000,140.188000
73.743750,32.165000,4465.234000,140.457000
73.815000,32.165000,4459.727000,140.725000
73.886250,32.165000,4454.220000,140.993000
73.957500,32.165000,4448.714000,141.261000
74.028750,32.165000,4443.209000,141.529000
74.100000,32.165000,4437.704000,141.796000
74.171250,32.165000,4432.199000,142.063000
74.242500,32.165000,4426.695000,142.330000
74.313750,32.165000,4421.191000,142.596000
74.385000,32.165000,4415.688000,142.862000
74.456250,32.165000,4410.185000,143.128000
74.527500,32.165000,4404.683000,143.393000
74.598750,32.165000,4399.181000,143.659000
74.670000,32.165000,4393.680000,143.924000
74.741250,32.165000,4388.179000,144.188000
74.812500,32.165000,4382.678000,144.453000
74.883750,32.165000,4377.178000,144.717000
74.955000,32.165000,4371.678000,144.981000
75.026250,32.165000,4366.179000,145.244000
75.097500,32.165000,4360.680000,145.507000
75.168750,32.165000,4355.182000,145.770000
75.240000,32.165000,4349.684000,146.033000
75.311250,32.165000,4344.187000,146.295000
75.382500,32.165000,4338.690000,146.557000
75.453750,32.165000,4333.194000,146.819000
75.525000,32.165000,4327.698000,147.081000
75.596250,32.165000,4322.202000,147.342000
75.667500,32.165000,4316.707000,147.603000
75.738750,32.165000,4311.212000,147.863000
75.810000,32.165000,4305.718000,148.124000
75.881250,32.165000,4300.224000,148.384000
75.952500,32.165000,4294.731000,148.643000
76.023750,32.165000,4289.238000,148.903000
76.095000,32.165000,4283.746000,149.162000
76.166250,32.165000,4278.254000,149.420000
76.237500,32.165000,4272.762000,149.679000
76.308750,32.165000,4267.271000,149.937000
76.380000,32.165000,4261.781000,150.195000
76.451250,32.165000,4256.291000,150.452000
76.522500,32.165000,4250.801000,150.710000
76.593750,32.165000,4245.312000,150.967000
76.665000,32.165000,4239.823000,151.223000
76.736250,32.165000,4234.335000,151.480000
76.807500,32.165000,4228.847000,151.735000
76.878750,32.165000,4223.359000,151.991000
76.950000,32.165000,4217.872000,152.247000
77.021250,32.165000,4212.386000,152.502000
77.092500,32.165000,4206.900000,152.756000
77.163750,32.165000,4201.414000,153.011000
77.235000,32.165000,4195.929000,153.265000
77.306250,32.165000,4190.444000,153.519000
77.377500,32.165000,4184.960000,153.772000
77.448750,32.165000,4179.476000,154.025000
77.520000,32.165000,4173.993000,154.278000
77.591250,32.165000,4168.510000,154.530000
77.662500,32.165000,4163.027000,154.783000
77.733750,32.165000,4157.545000,155.034000
77.805000,32.165000,4152.064000,155.286000
77.876250,32.165000,4146.582000,155.537000
77.947500,32.165000,4141.102000,155.788000
78.018750,32.165000,4135.621000,156.039000
78.090000,32.165000,4130.142000,156.289000
78.161250,32.165000,4124.662000,156.539000
78.232500,32.165000,4119.183000,156.788000
78.303750,32.165000,4113.705000,157.037000
78.375000,32.165000,4108.227000,157.286000
78.446250,32.165000,4102.749000,157.535000
78.517500,32.165000,4097.272000,157.783000
78.588750,32.165000,4091.796000,158.031000
78.660000,32.165000,4086.319000,158.279000
78.731250,32.165000,4080.844000,158.526000
78.802500,32.165000,4075.368000,158.773000
78.873750,32.165000,4069.894000,159.019000
78.945000,32.165000,4064.419000,159.266000
79.016250,32.162000,4058.945000,159.511000
79.087500,32.158000,4053.472000,159.757000
79.158750,32.154000,4047.998000,160.002000
79.230000,32.150000,4042.526000,160.247000
79.301250,32.146000,4037.053000,160.492000
79.372500,32.143000,4031.581000,160.736000
79.443750,32.140000,4026.110000,160.980000
79.515000,32.137000,4020.638000,161.223000
79.586250,32.134000,4015.167000,161.466000
79.657500,32.131000,4009.697000,161.709000
79.728750,32.129000,4004.226000,161.952000
79.800000,32.127000,3998.756000,162.194000
79.871250,32.124000,3993.286000,162.436000
79.942500,32.122000,3987.816000,162.677000
80.013750,32.120000,3982.347000,162.918000
80.085000,32.119000,3976.878000,163.159000
80.156250,32.117000,3971.409000,163.399000
80.227500,32.115000,3965.940000,163.639000
80.298750,32.114000,3960.471000,163.879000
80.370000,32.112000,3955.003000,164.118000
80.441250,32.111000,3949.534000,164.357000
80.512500,32.110000,3944.066000,164.596000
80.583750,32.108000,3938.598000,164.834000
80.655000,32.108000,3933.130000,165.072000
80.726250,32.106000,3927.663000,165.310000
80.797500,32.105000,3922.195000,165.547000
80.868750,32.104000,3916.728000,165.784000
80.940000,32.104000,3911.261000,166.020000
81.011250,32.103000,3905.794000,166.256000
81.082500,32.102000,3900.327000,166.492000
81.153750,32.101000,3894.860000,166.727000
81.225000,32.101000,3889.393000,166.963000
81.296250,32.100000,3883.927000,167.197000
81.367500,32.100000,3878.460000,167.432000
81.438750,32.099000,3872.994000,167.666000
81.510000,32.099000,3867.528000,167.899000
81.581250,32.098000,3862.062000,168.132000
81.652500,32.098000,3856.596000,168.365000
81.723750,32.097000,3851.130000,168.598000
81.795000,32.097000,3845.664000,168.830000
81.866250,32.097000,3840.198000,169.062000
81.937500,32.096000,3834.733000,169.293000
82.008750,32.096000,3829.267000,169.524000
82.080000,32.096000,3823.802000,169.755000
82.151250,32.095000,3818.337000,169.985000
82.222500,32.095000,3812.871000,170.215000
82.293750,32.095000,3807.406000,170.445000
82.365000,32.095000,3801.941000,170.674000
82.436250,32.095000,3796.476000,170.903000
82.507500,32.095000,3791.012000,171.131000
82.578750,32.095000,3785.547000,171.359000
82.650000,32.094000,3780.082000,171.587000
82.721250,32.094000,3774.618000,171.815000
82.792500,32.094000,3769.153000,172.041000
82.863750,32.094000,3763.689000,172.268000
82.935000,32.094000,3758.224000,172.494000
83.006250,32.094000,3752.760000,172.720000
83.077500,32.094000,3747.296000,172.946000
83.148750,32.094000,3741.832000,173.171000
83.220000,32.094000,3736.368000,173.395000
83.291250,32.094000,3730.904000,173.620000
83.362500,32.094000,3725.440000,173.844000
83.433750,32.094000,3719.976000,174.067000
83.505000,32.094000,3714.513000,174.291000
83.576250,32.094000,3709.049000,174.513000
83.647500,32.094000,3703.585000,174.736000
83.718750,32.094000,3698.122000,174.958000
83.790000,32.094000,3692.659000,175.180000
83.861250,32.094000,3687.195000,175.401000
83.932500,32.094000,3681.732000,175.622000
84.003750,32.094000,3676.269000,175.842000
84.075000,32.094000,3670.806000,176.062000
84.146250,32.094000,3665.343000,176.282000
84.217500,32.094000,3659.880000,176.501000
84.288750,32.094000,3654.418000,176.720000
84.360000,32.094000,3648.955000,176.939000
84.431250,32.094000,3643.492000,177.157000
84.502500,32.094000,3638.030000,177.375000
84.573750,32.094000,3632.567000,177.593000
84.645000,32.094000,3627.105000,177.810000
84.716250,32.094000,3621.643000,178.026000
84.787500,32.095000,3616.181000,178.242000
84.858750,32.095000,3610.718000,178.458000
84.930000,32.095000,3605.256000,178.674000
85.001250,32.095000,3599.794000,178.889000
85.072500,32.095000,3594.333000,179.104000
85.143750,32.095000,3588.871000,179.318000
85.215000,32.095000,3583.409000,179.532000
85.286250,32.095000,3577.948000,179.745000
85.357500,32.095000,3572.486000,179.958000
85.428750,32.095000,3567.025000,180.171000
85.500000,32.095000,3561.563000,180.383000
85.571250,32.095000,3556.102000,180.595000
85.642500,32.095000,3550.641000,180.807000
85.713750,32.096000,3545.180000,181.018000
85.785000,32.096000,3539.719000,181.229000
85.856250,32.096000,3534.258000,181.439000
85.927500,32.096000,3528.797000,181.649000
85.998750,32.096000,3523.336000,181.859000
86.070000,32.096000,3517.876000,182.068000
86.141250,32.096000,3512.415000,182.277000
86.212500,32.096000,3506.955000,182.485000
86.283750,32.096000,3501.494000,182.693000
86.355000,32.097000,3496.034000,182.900000
86.426250,32.097000,3490.574000,183.108000
86.497500,32.097000,3485.114000,183.314000
86.568750,32.097000,3479.654000,183.521000
86.640000,32.097000,3474.194000,183.727000
86.711250,32.097000,3468.734000,183.932000
86.782500,32.097000,3463.275000,184.137000
86.853750,32.097000,3457.815000,184.342000
86.925000,32.097000,3452.355000,184.546000
86.996250,32.097000,3446.896000,184.750000
87.067500,32.097000,3441.437000,184.954000
87.138750,32.098000,3435.977000,185.157000
87.210000,32.098000,3430.518000,185.360000
87.281250,32.098000,3425.059000,185.562000
87.352500,32.098000,3419.600000,185.764000
87.423750,32.098000,3414.142000,185.965000
87.495000,32.098000,3408.683000,186.166000
87.566250,32.098000,3403.224000,186.367000
87.637500,32.098000,3397.766000,186.567000
87.708750,32.098000,3392.307000,186.767000
87.780000,32.098000,3386.849000,186.967000
87.851250,32.099000,3381.391000,187.166000
87.922500,32.099000,3375.932000,187.364000
87.993750,32.099000,3370.474000,187.562000
88.065000,32.099000,3365.017000,187.760000
88.136250,32.099000,3359.559000,187.958000
88.207500,32.099000,3354.101000,188.155000
88.278750,32.099000,3348.643000,188.351000
88.350000,32.099000,3343.186000,188.547000
88.421250,32.099000,3337.728000,188.743000
88.492500,32.100000,3332.271000,188.938000
88.563750,32.100000,3326.814000,189.133000
88.635000,32.100000,3321.357000,189.328000
88.706250,32.100000,3315.900000,189.522000
88.777500,32.100000,3310.443000,189.715000
88.848750,32.100000,3304.986000,189.909000
88.920000,32.100000,3299.530000,190.102000
88.991250,32.100000,3294.073000,190.294000
89.062500,32.100000,3288.617000,190.486000
89.133750,32.101000,3283.160000,190.678000
89.205000,32.101000,3277.704000,190.869000
89.276250,32.101000,3272.248000,191.059000
89.347500,32.101000,3266.792000,191.250000
89.418750,32.101000,3261.336000,191.440000
89.490000,32.101000,3255.880000,191.629000
89.561250,32.101000,3250.424000,191.818000
89.632500,32.101000,3244.969000,192.007000
89.703750,32.102000,3239.514000,192.195000
89.775000,32.102000,3234.058000,192.383000
89.846250,32.102000,3228.603000,192.570000
89.917500,32.102000,3223.148000,192.757000
89.988750,32.102000,3217.693000,192.944000
90.060000,32.102000,3212.238000,193.130000
90.131250,32.102000,3206.783000,193.316000
90.202500,32.102000,3201.329000,193.501000
90.273750,32.102000,3195.874000,193.686000
90.345000,32.103000,3190.420000,193.871000
90.416250,32.103000,3184.965000,194.055000
90.487500,32.103000,3179.511000,194.238000
90.558750,32.103000,3174.057000,194.421000
90.630000,32.103000,3168.603000,194.604000
90.701250,32.103000,3163.150000,194.786000
90.772500,32.103000,3157.696000,194.968000
90.843750,32.103000,3152.242000,195.150000
90.915000,32.104000,3146.789000,195.331000
90.986250,32.104000,3141.336000,195.512000
91.057500,32.104000,3135.882000,195.692000
91.128750,32.104000,3130.429000,195.872000
91.200000,32.104000,3124.976000,196.051000
91.271250,32.104000,3119.524000,196.230000
91.342500,32.104000,3114.071000,196.409000
91.413750,32.104000,3108.618000,196.587000
91.485000,32.105000,3103.166000,196.764000
91.556250,32.105000,3097.714000,196.942000
91.627500,32.105000,3092.262000,197.118000
91.698750,32.105000,3086.810000,197.295000
91.770000,32.105000,3081.358000,197.471000
91.841250,32.105000,3075.906000,197.646000
91.912500,32.105000,3070.454000,197.822000
91.983750,32.105000,3065.003000,197.996000
92.055000,32.106000,3059.551000,198.171000
92.126250,32.106000,3054.100000,198.344000
92.197500,32.106000,3048.649000,198.518000
92.268750,32.106000,3043.198000,198.691000
92.340000,32.106000,3037.747000,198.863000
92.411250,32.106000,3032.296000,199.036000
92.482500,32.106000,3026.846000,199.207000
92.553750,32.106000,3021.395000,199.379000
92.625000,32.107000,3015.945000,199.549000
92.696250,32.107000,3010.495000,199.720000
92.767500,32.107000,3005.045000,199.890000
92.838750,32.107000,2999.595000,200.059000
92.910000,32.107000,2994.145000,200.229000
92.981250,32.107000,2988.695000,200.397000
93.052500,32.107000,2983.246000,200.565000
93.123750,32.107000,2977.796000,200.733000
93.195000,32.108000,2972.347000,200.901000
93.266250,32.108000,2966.898000,201.068000
93.337500,32.108000,2961.449000,201.234000
93.408750,32.108000,2956.000000,201.400000
93.480000,32.108000,2950.552000,201.566000
93.551250,32.108000,2945.103000,201.731000
93.622500,32.108000,2939.655000,201.896000
93.693750,32.108000,2934.206000,202.061000
93.765000,32.108000,2928.758000,202.225000
93.836250,32.109000,2923.310000,202.388000
93.907500,32.109000,2917.863000,202.551000
93.978750,32.109000,2912.415000,202.714000
94.050000,32.109000,2906.967000,202.876000
94.121250,32.109000,2901.520000,203.038000
94.192500,32.109000,2896.073000,203.200000
94.263750,32.109000,2890.626000,203.361000
94.335000,32.109000,2885.179000,203.521000
94.406250,32.109000,2879.732000,203.681000
94.477500,32.110000,2874.285000,203.841000
94.548750,32.110000,2868.839000,204.000000
94.620000,32.110000,2863.392000,204.159000
94.691250,32.110000,2857.946000,204.317000
94.762500,32.110000,2852.500000,204.475000
94.833750,32.110000,2847.054000,204.633000
94.905000,32.110000,2841.609000,204.790000
94.976250,32.110000,2836.163000,204.947000
95.047500,32.111000,2830.718000,205.103000
95.118750,32.111000,2825.272000,205.259000
95.190000,32.111000,2819.827000,205.414000
95.261250,32.111000,2814.382000,205.569000
95.332500,32.111000,2808.937000,205.723000
95.403750,32.111000,2803.493000,205.877000
95.475000,32.111000,2798.048000,206.031000
95.546250,32.111000,2792.604000,206.184000
95.617500,32.111000,2787.160000,206.337000
95.688750,32.112000,2781.716000,206.489000
95.760000,32.112000,2776.272000,206.641000
95.831250,32.112000,2770.828000,206.793000
95.902500,32.112000,2765.384000,206.944000
95.973750,32.112000,2759.941000,207.094000
96.045000,32.112000,2754.498000,207.245000
96.116250,32.112000,2749.055000,207.394000
96.187500,32.112000,2743.612000,207.544000
96.258750,32.113000,2738.169000,207.692000
96.330000,32.113000,2732.726000,207.841000
96.401250,32.113000,2727.284000,207.989000
96.472500,32.113000,2721.842000,208.137000
96.543750,32.113000,2716.400000,208.284000
96.615000,32.113000,2710.958000,208.430000
96.686250,32.113000,2705.516000,208.577000
96.757500,32.113000,2700.074000,208.723000
96.828750,32.113000,2694.633000,208.868000
96.900000,32.114000,2689.192000,209.013000
96.971250,32.114000,2683.750000,209.158000
97.042500,32.114000,2678.309000,209.302000
97.113750,32.114000,2672.869000,209.445000
97.185000,32.114000,2667.428000,209.589000
97.256250,32.114000,2661.988000,209.732000
97.327500,32.114000,2656.547000,209.874000
97.398750,32.114000,2651.107000,210.016000
97.470000,32.115000,2645.667000,210.158000
97.541250,32.115000,2640.228000,210.299000
97.612500,32.115000,2634.788000,210.439000
